time,r_shoulder_elev,r_elbow_flex,elbow_vel,elbow_acc,rep_index,fatigue_level
0.0000,20.436163,20.025702,0.009615,1.541795,1,0.0000
0.0100,20.436163,20.025798,0.025033,3.587438,1,0.0001
0.0200,20.436163,20.026202,0.081364,8.111566,1,0.0003
0.0300,20.436163,20.027425,0.187265,12.832055,1,0.0004
0.0400,20.436163,20.029948,0.338005,16.954175,1,0.0005
0.0500,20.436163,20.034185,0.526348,20.363832,1,0.0007
0.0600,20.436163,20.040474,0.745282,23.212112,1,0.0008
0.0700,20.436163,20.049091,0.990590,25.850540,1,0.0009
0.0800,20.436163,20.060286,1.262293,28.690204,1,0.0011
0.0900,20.436163,20.074337,1.564395,32.035362,1,0.0012
0.1000,20.436163,20.091574,1.903000,35.951413,1,0.0013
0.1100,20.436163,20.112397,2.283423,40.216226,1,0.0015
0.1200,20.436163,20.137243,2.707324,44.376212,1,0.0016
0.1300,20.436163,20.166543,3.170947,47.893112,1,0.0017
0.1400,20.436163,20.200662,3.665187,50.335849,1,0.0019
0.1500,20.436163,20.239847,4.177664,51.554226,1,0.0020
0.1600,20.436163,20.284215,4.696271,51.773981,1,0.0021
0.1700,20.436163,20.333772,5.213144,51.575234,1,0.0022
0.1800,20.436163,20.388478,5.727776,51.752098,1,0.0024
0.1900,20.436163,20.448328,6.248186,53.089205,1,0.0025
0.2000,20.436163,20.513441,6.789560,56.119144,1,0.0026
0.2100,20.436163,20.584119,7.370568,60.934276,1,0.0028
0.2200,20.436163,20.660853,8.008246,67.113522,1,0.0029
0.2300,20.436163,20.744284,8.712839,73.792920,1,0.0030
0.2400,20.436163,20.835110,9.484104,79.867175,1,0.0032
0.2500,20.436163,20.933966,10.310182,84.270437,1,0.0033
0.2600,20.436163,21.041313,11.169513,86.259907,1,0.0034
0.2700,20.436163,21.157356,12.035381,85.623110,1,0.0036
0.2800,20.436163,21.282021,12.881975,82.749902,1,0.0037
0.2900,20.436163,21.414996,13.690379,78.547743,1,0.0038
0.3000,20.436163,21.555828,14.452930,74.222491,1,0.0040
0.3100,20.436163,21.704054,15.174828,70.984279,1,0.0041
0.3200,20.436163,21.859325,15.872615,69.758032,1,0.0042
0.3300,20.436163,22.021507,16.569989,70.975247,1,0.0044
0.3400,20.436163,22.190725,17.292120,74.499073,1,0.0045
0.3500,20.436163,22.367349,18.059971,79.695959,1,0.0046
0.3600,20.436163,22.551924,18.886039,85.625977,1,0.0048
0.3700,20.436163,22.745070,19.772490,91.292414,1,0.0049
0.3800,20.436163,22.947374,20.711888,95.878378,1,0.0050
0.3900,20.436163,23.159308,21.690058,98.907066,1,0.0052
0.4000,20.436163,23.381175,22.690029,100.289490,1,0.0053
0.4100,20.436163,23.613108,23.695847,100.259839,1,0.0054
0.4200,20.436163,23.855092,24.695226,99.232694,1,0.0056
0.4300,20.436163,24.107013,25.680501,97.637562,1,0.0057
0.4400,20.436163,24.368702,26.647977,95.788388,1,0.0058
0.4500,20.436163,24.639972,27.596269,93.828963,1,0.0060
0.4600,20.436163,24.920627,28.524556,91.765436,1,0.0061
0.4700,20.436163,25.210463,29.431578,89.564773,1,0.0062
0.4800,20.436163,25.509259,30.315852,87.273732,1,0.0064
0.4900,20.436163,25.816780,31.177052,85.105105,1,0.0065
0.5000,20.436163,26.132800,32.017954,83.449179,1,0.0066
0.5100,20.436163,26.457139,32.846036,82.795092,1,0.0067
0.5200,20.436163,26.789721,33.673856,83.580192,1,0.0069
0.5300,20.436163,27.130617,34.517640,86.014309,1,0.0070
0.5400,20.436163,27.480074,35.394142,89.940158,1,0.0071
0.5500,20.436163,27.838499,36.316443,94.785201,1,0.0073
0.5600,20.436163,28.206402,37.289846,99.635295,1,0.0074
0.5700,20.436163,28.584296,38.309149,103.423391,1,0.0075
0.5800,20.436163,28.972585,39.358314,105.188933,1,0.0077
0.5900,20.436163,29.371463,40.412928,104.337475,1,0.0078
0.6000,20.436163,29.780844,41.445063,100.824269,1,0.0079
0.6100,20.436163,30.200364,42.429413,95.203042,1,0.0081
0.6200,20.436163,30.629432,43.349124,88.517571,1,0.0082
0.6300,20.436163,31.067346,44.199764,82.058466,1,0.0083
0.6400,20.436163,31.513428,44.990293,77.047644,1,0.0085
0.6500,20.436163,31.967152,45.740717,74.335755,1,0.0086
0.6600,20.436163,32.428242,46.477009,74.196211,1,0.0087
0.6700,20.436163,32.896692,47.224641,76.273089,1,0.0089
0.6800,20.436163,33.372735,48.002470,79.696697,1,0.0090
0.6900,20.436163,33.856742,48.818575,83.332554,1,0.0091
0.7000,20.436163,34.349106,49.669121,86.091442,1,0.0093
0.7100,20.436163,34.850124,50.540404,87.211436,1,0.0094
0.7200,20.436163,35.359914,51.413350,86.432614,1,0.0095
0.7300,20.436163,35.878391,52.269056,84.018522,1,0.0097
0.7400,20.436163,36.405295,53.093721,80.625285,1,0.0098
0.7500,20.436163,36.940266,53.881562,77.065174,1,0.0099
0.7600,20.436163,37.482927,54.635024,74.042287,1,0.0101
0.7700,20.436163,38.032966,55.362408,71.944257,1,0.0102
0.7800,20.436163,38.590175,56.073909,70.753737,1,0.0103
0.7900,20.436163,39.154444,56.777483,70.103096,1,0.0105
0.8000,20.436163,39.725724,57.475971,69.448300,1,0.0106
0.8100,20.436163,40.303964,58.166449,68.298457,1,0.0107
0.8200,20.436163,40.889053,58.841940,66.418937,1,0.0109
0.8300,20.436163,41.480803,59.494827,63.934690,1,0.0110
