time,r_shoulder_elev,r_elbow_flex,elbow_vel,elbow_acc,rep_index,fatigue_level
0.0000,18.842916,19.406403,0.001363,10.785938,1,0.0000
0.0100,18.842916,19.406416,0.109222,21.070246,1,0.0002
0.0200,18.842916,19.408587,0.422768,40.474338,1,0.0004
0.0300,18.842916,19.414872,0.918709,57.677117,1,0.0006
0.0400,18.842916,19.426961,1.576310,73.493095,1,0.0008
0.0500,18.842916,19.446398,2.388571,89.228016,1,0.0010
0.0600,18.842916,19.474733,3.360870,105.614293,1,0.0012
0.0700,18.842916,19.513615,4.500857,122.304073,1,0.0014
0.0800,18.842916,19.564750,5.806952,138.143532,1,0.0016
0.0900,18.842916,19.629754,7.263727,152.034044,1,0.0018
0.1000,18.842916,19.710024,8.847633,163.776802,1,0.0020
0.1100,18.842916,19.806707,10.539263,174.289351,1,0.0022
0.1200,18.842916,19.920810,12.333420,184.993567,1,0.0024
0.1300,18.842916,20.053375,14.239135,196.748613,1,0.0026
0.1400,18.842916,20.205592,16.268392,209.062567,1,0.0028
0.1500,18.842916,20.378743,18.420386,220.202991,1,0.0030
0.1600,18.842916,20.574000,20.672452,228.272706,1,0.0032
0.1700,18.842916,20.792192,22.985840,232.647957,1,0.0034
0.1800,18.842916,21.033717,25.325411,234.825126,1,0.0036
0.1900,18.842916,21.298700,27.682343,237.961351,1,0.0038
0.2000,18.842916,21.587364,30.084638,245.145988,1,0.0041
0.2100,18.842916,21.900393,32.585262,257.288556,1,0.0043
0.2200,18.842916,22.239069,35.230409,271.925503,1,0.0045
0.2300,18.842916,22.605001,38.023772,283.906394,1,0.0047
0.2400,18.842916,22.999544,40.908537,287.920636,1,0.0049
0.2500,18.842916,23.423172,43.782185,281.685495,1,0.0051
0.2600,18.842916,23.875188,46.542247,268.005077,1,0.0053
0.2700,18.842916,24.354017,49.142287,254.269755,1,0.0055
0.2800,18.842916,24.858034,51.627642,249.221385,1,0.0057
0.2900,18.842916,25.386570,54.126714,258.354696,1,0.0059
0.3000,18.842916,25.940568,56.794736,280.310810,1,0.0061
0.3100,18.842916,26.522465,59.732931,306.413830,1,0.0063
0.3200,18.842916,27.135227,62.923012,324.072873,1,0.0065
0.3300,18.842916,27.780925,66.214388,322.765758,1,0.0067
0.3400,18.842916,28.459515,69.378328,299.770479,1,0.0069
0.3500,18.842916,29.168491,72.209798,262.606286,1,0.0071
0.3600,18.842916,29.903711,74.630453,226.534684,1,0.0073
0.3700,18.842916,30.661101,76.740491,207.866706,1,0.0075
0.3800,18.842916,31.438520,78.787787,216.054703,1,0.0077
0.3900,18.842916,32.236856,81.061585,248.434723,1,0.0079
