time,r_shoulder_elev,r_elbow_flex,elbow_vel,elbow_acc,rep_index,fatigue_level
0.0000,19.716728,13.321275,-0.012951,3.179855,1,0.0000
0.0100,19.716728,13.321146,0.018848,6.590247,1,0.0001
0.0200,19.716728,13.321652,0.118854,13.280496,1,0.0002
0.0300,19.716728,13.323523,0.284458,19.021697,1,0.0003
0.0400,19.716728,13.327341,0.499288,23.179268,1,0.0004
0.0500,19.716728,13.333508,0.748043,26.284074,1,0.0005
0.0600,19.716728,13.342302,1.024970,29.472120,1,0.0006
0.0700,19.716728,13.354008,1.337486,33.879457,1,0.0007
0.0800,19.716728,13.369052,1.702559,39.996916,1,0.0008
0.0900,19.716728,13.388059,2.137424,47.344518,1,0.0009
0.1000,19.716728,13.411800,2.649449,54.661403,1,0.0010
0.1100,19.716728,13.441048,3.230652,60.529691,1,0.0011
0.1200,19.716728,13.476413,3.860043,64.110807,1,0.0012
0.1300,19.716728,13.518249,4.512868,65.603061,1,0.0013
0.1400,19.716728,13.566671,5.172104,66.170910,1,0.0015
0.1500,19.716728,13.621691,5.836286,67.374731,1,0.0016
0.1600,19.716728,13.683396,6.519599,70.395411,1,0.0017
0.1700,19.716728,13.752083,7.244195,75.456745,1,0.0018
0.1800,19.716728,13.828280,8.028734,81.741781,1,0.0019
0.1900,19.716728,13.912658,8.879030,87.835249,1,0.0020
0.2000,19.716728,14.005861,9.785439,92.446947,1,0.0021
0.2100,19.716728,14.108366,10.727969,95.030430,1,0.0022
0.2200,19.716728,14.220420,11.686047,95.981655,1,0.0023
0.2300,19.716728,14.342087,12.647602,96.340751,1,0.0024
0.2400,19.716728,14.473372,13.612862,97.192006,1,0.0025
0.2500,19.716728,14.614345,14.591442,99.111079,1,0.0026
0.2600,19.716728,14.765201,15.595084,101.960760,1,0.0027
0.2700,19.716728,14.926246,16.630658,105.119141,1,0.0028
0.2800,19.716728,15.097814,17.697467,107.965103,1,0.0029
0.2900,19.716728,15.280196,18.789960,110.297706,1,0.0030
0.3000,19.716728,15.473614,19.903421,112.416459,1,0.0031
