time,r_shoulder_elev,r_elbow_flex,elbow_vel,elbow_acc,rep_index,fatigue_level
0.0000,15.949024,21.057473,0.093782,7.251697,1,0.0000
0.0100,15.949024,21.058411,0.166299,14.165711,1,0.0002
0.0200,15.949024,21.060799,0.377096,28.285829,1,0.0004
0.0300,15.949024,21.065953,0.732016,43.997471,1,0.0005
0.0400,15.949024,21.075440,1.257046,62.023502,1,0.0007
0.0500,15.949024,21.091094,1.972486,81.237385,1,0.0009
0.0600,15.949024,21.114889,2.881794,99.784672,1,0.0011
0.0700,15.949024,21.148730,3.968179,115.854544,1,0.0013
0.0800,15.949024,21.194253,5.198884,128.304479,1,0.0014
0.0900,15.949024,21.252707,6.534269,136.956429,1,0.0016
0.1000,15.949024,21.324938,7.938013,142.567325,1,0.0018
0.1100,15.949024,21.411468,9.385615,146.588375,1,0.0020
0.1200,15.949024,21.512651,10.869781,150.829708,1,0.0022
0.1300,15.949024,21.628863,12.402209,157.081913,1,0.0023
0.1400,15.949024,21.760695,14.011419,166.695435,1,0.0025
0.1500,15.949024,21.909092,15.736118,180.140745,1,0.0027
0.1600,15.949024,22.075417,17.614234,196.658468,1,0.0029
0.1700,15.949024,22.261376,19.669288,214.187100,1,0.0031
0.1800,15.949024,22.468803,21.897976,229.739311,1,0.0032
0.1900,15.949024,22.699336,24.264074,240.247483,1,0.0034
0.2000,15.949024,22.954084,26.702925,243.663337,1,0.0036
0.2100,15.949024,23.233394,29.137341,239.896684,1,0.0038
0.2200,15.949024,23.536831,31.500859,231.144761,1,0.0040
0.2300,15.949024,23.863412,33.760236,221.356518,1,0.0041
0.2400,15.949024,24.212036,35.927989,214.936908,1,0.0043
0.2500,15.949024,24.581971,38.058974,215.162307,1,0.0045
0.2600,15.949024,24.973215,40.231236,222.960171,1,0.0047
0.2700,15.949024,25.386596,42.518177,236.589081,1,0.0049
0.2800,15.949024,25.823579,44.963017,252.370231,1,0.0050
0.2900,15.949024,26.285856,47.565582,266.142739,1,0.0052
0.3000,15.949024,26.774891,50.285872,274.780223,1,0.0054
0.3100,15.949024,27.291574,53.061186,277.093040,1,0.0056
0.3200,15.949024,27.836114,55.827733,273.768251,1,0.0058
0.3300,15.949024,28.408129,58.536551,266.506169,1,0.0059
0.3400,15.949024,29.006845,61.157856,256.931461,1,0.0061
0.3500,15.949024,29.631286,63.675181,245.954202,1,0.0063
0.3600,15.949024,30.280349,66.076940,233.962300,1,0.0065
0.3700,15.949024,30.952824,68.354427,221.686602,1,0.0067
0.3800,15.949024,31.647437,70.510672,211.091730,1,0.0068
0.3900,15.949024,32.363038,72.576261,205.507129,1,0.0070
0.4000,15.949024,33.098963,74.620815,208.554140,1,0.0072
0.4100,15.949024,33.855454,76.747344,222.117003,1,0.0074
0.4200,15.949024,34.633910,79.063155,244.300201,1,0.0076
0.4300,15.949024,35.436717,81.633348,268.609151,1,0.0077
0.4400,15.949024,36.266576,84.435338,285.243172,1,0.0079
0.4500,15.949024,37.125424,87.338212,284.469352,1,0.0081
0.4600,15.949024,38.013341,90.124725,260.942695,1,0.0083
0.4700,15.949024,38.927919,92.557065,217.098595,1,0.0085
0.4800,15.949024,39.864482,94.466697,163.809564,1,0.0086
0.4900,15.949024,40.817252,95.833257,117.466006,1,0.0088
0.5000,15.949024,41.781147,96.816017,94.170210,1,0.0090
0.5100,15.949024,42.753573,97.716661,103.163306,1,0.0092
0.5200,15.949024,43.735480,98.879283,142.244026,1,0.0094
0.5300,15.949024,44.731158,100.561541,197.393070,1,0.0095
0.5400,15.949024,45.746711,102.827144,247.212672,1,0.0097
0.5500,15.949024,46.787701,105.505795,270.758267,1,0.0099
0.5600,15.949024,47.856827,108.242310,255.760656,1,0.0101
0.5700,15.949024,48.952548,110.621008,203.855140,1,0.0103
0.5800,15.949024,50.069247,112.319413,130.498869,1,0.0104
0.5900,15.949024,51.198936,113.230985,59.381510,1,0.0106
0.6000,15.949024,52.333867,113.507043,13.435343,1,0.0108
0.6100,15.949024,53.469077,113.499692,6.029866,1,0.0110
0.6200,15.949024,54.603861,113.627640,35.923888,1,0.0112
0.6300,15.949024,55.741629,114.218170,88.017747,1,0.0114
0.6400,15.949024,56.888224,115.387995,139.542065,1,0.0115
0.6500,15.949024,58.049389,117.009011,169.073530,1,0.0117
0.6600,15.949024,59.228404,118.769466,164.652358,1,0.0119
0.6700,15.949024,60.424779,120.302058,127.759901,1,0.0121
0.6800,15.949024,61.634446,121.324664,71.758318,1,0.0123
0.6900,15.949024,62.851272,121.737225,15.761898,1,0.0124
0.7000,15.949024,64.069190,121.639902,-23.245351,1,0.0126
0.7100,15.949024,65.284070,121.272318,-36.690817,1,0.0128
0.7200,15.949024,66.494636,120.906085,-26.673273,1,0.0130
0.7300,15.949024,67.702192,120.738852,-3.694651,1,0.0132
0.7400,15.949024,68.909414,120.832192,18.666525,1,0.0133
0.7500,15.949024,70.118836,121.112183,29.519482,1,0.0135
0.7600,15.949024,71.331657,121.422582,24.372813,1,0.0137
0.7700,15.949024,72.547287,121.599639,5.541996,1,0.0139
0.7800,15.949024,73.763650,121.533422,-20.332467,1,0.0141
0.7900,15.949024,74.977956,121.192990,-45.982696,1,0.0142
0.8000,15.949024,76.187510,120.613768,-66.471438,1,0.0144
0.8100,15.949024,77.390231,119.863561,-80.187264,1,0.0146
0.8200,15.949024,78.584781,119.010023,-87.915841,1,0.0148
0.8300,15.949024,79.770431,118.105244,-91.090284,1,0.0150
0.8400,15.949024,80.946886,117.188217,-90.614327,1,0.0151
0.8500,15.949024,82.114196,116.292958,-87.053305,1,0.0153
0.8600,15.949024,83.272745,115.447151,-81.897545,1,0.0155
0.8700,15.949024,84.423139,114.655007,-78.707243,1,0.0157
0.8800,15.949024,85.565845,113.873006,-82.832481,1,0.0159
0.8900,15.949024,86.700599,112.998357,-99.207493,1,0.0160
0.9000,15.949024,87.825812,111.888856,-129.031980,1,0.0162
0.9100,15.949024,88.938376,110.417717,-167.207140,1,0.0164
0.9200,15.949024,90.034167,108.544713,-202.482328,1,0.0166
0.9300,15.949024,91.109270,106.368071,-221.158281,1,0.0168
0.9400,15.949024,92.161528,104.121548,-213.318555,1,0.0169
0.9500,15.949024,93.191701,102.101700,-178.861600,1,0.0171
0.9600,15.949024,94.203562,100.544316,-130.070461,1,0.0173
0.9700,15.949024,95.202588,99.500291,-88.587761,1,0.0175
0.9800,15.949024,96.193568,98.772560,-77.140424,1,0.0177
0.9900,15.949024,97.178039,97.957482,-109.099452,1,0.0178
1.0000,15.949024,98.152717,96.590571,-180.588906,1,0.0180
1.0100,15.949024,99.109850,94.345704,-269.379336,1,0.0182
1.0200,15.949024,100.039632,91.202985,-342.154681,1,0.0184
1.0300,15.949024,100.933910,87.502610,-367.946882,1,0.0186
1.0400,15.949024,101.789684,83.844047,-332.301668,1,0.0187
1.0500,15.949024,102.610791,80.856577,-245.707704,1,0.0189
1.0600,15.949024,103.406815,78.929893,-141.737957,1,0.0191
1.0700,15.949024,104.189389,78.021818,-64.623160,1,0.0193
1.0800,15.949024,104.967252,77.637430,-50.823054,1,0.0195
1.0900,15.949024,105.742137,77.005357,-112.358530,1,0.0196
1.1000,15.949024,106.507359,75.390259,-229.570644,1,0.0198
1.1100,15.949024,107.249942,72.413944,-357.339820,1,0.0200
1.1200,15.949024,107.955638,68.243463,-443.022459,1,0.0202
1.1300,15.949024,108.614812,63.553495,-448.939450,1,0.0204
1.1400,15.949024,109.226708,59.264674,-369.698248,1,0.0205
1.1500,15.949024,109.800105,56.159530,-236.313424,1,0.0207
1.1600,15.949024,110.349898,54.538405,-104.516807,1,0.0209
1.1700,15.949024,110.890873,54.069194,-31.576806,1,0.0211
1.1800,15.949024,111.431282,53.906869,-51.317554,1,0.0213
1.1900,15.949024,111.969011,53.042843,-158.324099,1,0.0214
1.2000,15.949024,112.492139,50.740387,-308.745963,1,0.0216
1.2100,15.949024,112.983818,46.867923,-438.047881,1,0.0218
1.2200,15.949024,113.429497,41.979430,-488.529900,1,0.0220
1.2300,15.949024,113.823407,37.097325,-434.816837,1,0.0222
1.2400,15.949024,114.171444,33.283093,-295.990834,1,0.0223
1.2500,15.949024,114.489069,31.177509,-128.584624,1,0.0225
1.2600,15.949024,114.794994,30.711400,-2.954539,1,0.0227
1.2700,15.949024,115.103297,31.118418,27.018916,1,0.0229
1.2800,15.949024,115.417362,31.251779,-52.252948,1,0.0231
1.2900,15.949024,115.728332,30.073359,-207.333196,1,0.0232
1.3000,15.949024,116.018830,27.105115,-371.388164,1,0.0234
1.3100,15.949024,116.270435,22.645596,-472.543606,1,0.0236
1.3200,15.949024,116.471742,17.654243,-464.763498,1,0.0238
1.3300,15.949024,116.623520,13.350326,-347.789535,1,0.0240
1.3400,15.949024,116.738748,10.698452,-167.366530,1,0.0241
1.3500,15.949024,116.837489,10.002995,4.410252,1,0.0243
1.3600,15.949024,116.938808,10.786657,100.055719,1,0.0245
1.3700,15.949024,117.053222,12.004109,85.425847,1,0.0247
1.3800,15.949024,117.178890,12.495174,-26.292441,1,0.0249
1.3900,15.949024,117.303125,11.478261,-181.273195,1,0.0250
1.4000,15.949024,117.408455,8.869710,-309.191288,1,0.0252
1.4100,15.949024,117.480519,5.294435,-353.908865,1,0.0254
1.4200,15.949024,117.514344,1.791533,-297.074448,1,0.0256
1.4300,15.949024,117.516350,-0.647054,-164.394764,1,0.0258
1.4400,15.949024,117.501403,-1.496363,-12.277698,1,0.0259
1.4500,15.949024,117.486423,-0.892608,98.604233,1,0.0261
1.4600,15.949024,117.483551,0.475722,130.538399,1,0.0263
1.4700,15.949024,117.495937,1.718160,84.407651,1,0.0265
1.4800,15.949024,117.517914,2.163875,-4.599118,1,0.0267
1.4900,15.949024,117.539215,1.626178,-87.134219,1,0.0268
1.5000,15.949024,117.550438,0.421191,-120.460837,1,0.0270
1.5100,15.949024,117.547639,-0.783039,-87.050601,1,0.0272
1.5200,15.949024,117.534777,-1.319821,-6.351658,1,0.0274
1.5300,15.949024,117.521242,-0.910072,75.760654,1,0.0276
1.5400,15.949024,117.516575,0.195392,112.878504,1,0.0277
1.5500,15.949024,117.525150,1.347498,82.002764,1,0.0279
1.5600,15.949024,117.543525,1.835447,-4.224947,1,0.0281
1.5700,15.949024,117.561859,1.262999,-102.888178,1,0.0283
1.5800,15.949024,117.568785,-0.222317,-161.434803,1,0.0285
1.5900,15.949024,117.557413,-1.965697,-143.850039,1,0.0286
1.6000,15.949024,117.529471,-3.099317,-49.754731,1,0.0288
1.6100,15.949024,117.495426,-2.960792,83.083803,1,0.0290
