time,r_shoulder_elev,r_elbow_flex,elbow_vel,elbow_acc,rep_index,fatigue_level
0.0000,17.928737,16.313797,0.020254,10.037241,1,0.0000
0.0100,17.928737,16.314000,0.120626,19.133569,1,0.0001
0.0200,17.928737,16.316210,0.402925,35.882102,1,0.0003
0.0300,17.928737,16.322059,0.838268,50.439071,1,0.0004
0.0400,17.928737,16.332975,1.411707,64.026150,1,0.0005
0.0500,17.928737,16.350293,2.118791,77.580759,1,0.0007
0.0600,17.928737,16.375351,2.963322,91.641041,1,0.0008
0.0700,17.928737,16.409559,3.951612,106.167119,1,0.0009
0.0800,17.928737,16.454383,5.086664,120.674461,1,0.0011
0.0900,17.928737,16.511292,6.365101,134.552165,1,0.0012
0.1000,17.928737,16.581685,7.777707,147.358017,1,0.0013
0.1100,17.928737,16.666847,9.312262,158.930261,1,0.0015
0.1200,17.928737,16.767931,10.956313,169.294337,1,0.0016
0.1300,17.928737,16.885973,12.698148,178.481631,1,0.0017
0.1400,17.928737,17.021894,14.525945,186.429630,1,0.0019
0.1500,17.928737,17.176492,16.426741,193.066296,1,0.0020
0.1600,17.928737,17.350428,18.387271,198.537284,1,0.0021
0.1700,17.928737,17.544237,20.397487,203.405524,1,0.0023
0.1800,17.928737,17.758378,22.455382,208.627313,1,0.0024
0.1900,17.928737,17.993345,24.570033,215.218418,1,0.0025
0.2000,17.928737,18.249779,26.759750,223.716429,1,0.0027
0.2100,17.928737,18.528540,29.044361,233.712083,1,0.0028
0.2200,17.928737,18.830666,31.433992,243.753822,1,0.0029
0.2300,17.928737,19.157220,33.919438,251.783398,1,0.0031
0.2400,17.928737,19.509055,36.469660,255.991911,1,0.0032
0.2500,17.928737,19.886613,39.039276,255.729698,1,0.0033
0.2600,17.928737,20.289840,41.584254,252.006434,1,0.0035
0.2700,17.928737,20.718298,44.079405,247.257334,1,0.0036
0.2800,17.928737,21.171428,46.529400,244.385083,1,0.0037
0.2900,17.928737,21.648886,48.967106,245.461950,1,0.0039
0.3000,17.928737,22.150771,51.438639,250.698679,1,0.0040
0.3100,17.928737,22.677659,53.981080,258.221292,1,0.0041
0.3200,17.928737,23.230392,56.603065,264.845481,1,0.0043
0.3300,17.928737,23.809720,59.277990,267.552404,1,0.0044
0.3400,17.928737,24.415952,61.954113,264.986473,1,0.0045
0.3500,17.928737,25.048802,64.577719,258.222272,1,0.0047
0.3600,17.928737,25.707506,67.118559,250.351706,1,0.0048
0.3700,17.928737,26.391173,69.584753,245.003500,1,0.0049
0.3800,17.928737,27.099201,72.018629,244.462433,1,0.0051
0.3900,17.928737,27.831546,74.474002,248.321562,1,0.0052
0.4000,17.928737,28.588681,76.985060,253.415315,1,0.0053
0.4100,17.928737,29.371247,79.542308,255.198034,1,0.0055
0.4200,17.928737,30.179528,82.089021,250.010392,1,0.0056
0.4300,17.928737,31.013028,84.542516,237.167092,1,0.0058
0.4400,17.928737,31.870378,86.832362,219.778860,1,0.0059
0.4500,17.928737,32.749675,88.938093,203.744534,1,0.0060
0.4600,17.928737,33.649140,90.907253,195.204050,1,0.0062
0.4700,17.928737,34.567820,92.842174,197.536392,1,0.0063
0.4800,17.928737,35.505983,94.857981,209.322384,1,0.0064
0.4900,17.928737,36.464979,97.028622,224.366428,1,0.0066
0.5000,17.928737,37.446556,99.345309,233.986520,1,0.0067
0.5100,17.928737,38.451886,101.708352,230.719430,1,0.0068
0.5200,17.928737,39.480723,103.959698,211.843074,1,0.0070
0.5300,17.928737,40.531080,105.945214,181.069506,1,0.0071
0.5400,17.928737,41.599627,107.581088,147.482123,1,0.0072
0.5500,17.928737,42.682701,108.894856,121.992699,1,0.0074
0.5600,17.928737,43.777524,110.020942,112.745966,1,0.0075
0.5700,17.928737,44.883120,111.149776,121.463192,1,0.0076
0.5800,17.928737,46.000520,112.450206,142.399091,1,0.0078
0.5900,17.928737,47.132124,113.997757,164.491653,1,0.0079
0.6000,17.928737,48.280475,115.740039,175.880242,1,0.0080
0.6100,17.928737,49.446925,117.515362,168.883676,1,0.0082
0.6200,17.928737,50.630782,119.117713,143.272282,1,0.0083
0.6300,17.928737,51.829279,120.380808,106.377778,1,0.0084
0.6400,17.928737,53.038398,121.245268,69.963634,1,0.0086
0.6500,17.928737,54.254185,121.780081,45.213743,1,0.0087
0.6600,17.928737,55.474000,122.149543,38.037764,1,0.0088
0.6700,17.928737,56.697176,122.540836,46.748351,1,0.0090
0.6800,17.928737,57.924817,123.084510,63.095753,1,0.0091
0.6900,17.928737,59.158866,123.802751,76.132452,1,0.0092
0.7000,17.928737,60.400872,124.607159,77.115509,1,0.0094
0.7100,17.928737,61.651009,125.345061,63.216982,1,0.0095
0.7200,17.928737,62.907773,125.871499,38.401626,1,0.0096
0.7300,17.928737,64.168439,126.113094,11.168138,1,0.0098
0.7400,17.928737,65.430035,126.094861,-9.690820,1,0.0099
0.7500,17.928737,66.690336,125.919277,-19.256396,1,0.0100
0.7600,17.928737,67.948420,125.709734,-18.606354,1,0.0102
0.7700,17.928737,69.204531,125.547150,-13.934929,1,0.0103
0.7800,17.928737,70.459363,125.431035,-13.173228,1,0.0104
0.7900,17.928737,71.713152,125.283686,-21.821243,1,0.0106
0.8000,17.928737,72.965037,124.994610,-40.075785,1,0.0107
0.8100,17.928737,74.213044,124.482170,-62.695553,1,0.0108
0.8200,17.928737,75.454680,123.740699,-81.691831,1,0.0110
0.8300,17.928737,76.687858,122.848333,-90.523508,1,0.0111
0.8400,17.928737,77.911647,121.930229,-87.696258,1,0.0112
0.8500,17.928737,79.126462,121.094408,-77.909604,1,0.0114
0.8600,17.928737,80.333535,120.372037,-70.063824,1,0.0115
0.8700,17.928737,81.533903,119.693132,-72.981769,1,0.0116
0.8800,17.928737,82.727398,118.912401,-90.874261,1,0.0118
0.8900,17.928737,83.912151,117.875646,-120.797912,1,0.0119
0.9000,17.928737,85.084911,116.496443,-153.482763,1,0.0120
0.9100,17.928737,86.242080,114.805991,-177.328772,1,0.0122
0.9200,17.928737,87.381031,112.949868,-183.821746,1,0.0123
0.9300,17.928737,88.501077,111.129556,-171.845704,1,0.0124
0.9400,17.928737,89.603622,109.512954,-148.768474,1,0.0126
0.9500,17.928737,90.691336,108.154187,-127.603075,1,0.0127
0.9600,17.928737,91.766705,106.960892,-121.361893,1,0.0128
0.9700,17.928737,92.830554,105.726949,-137.083866,1,0.0130
0.9800,17.928737,93.881244,104.219215,-172.274344,1,0.0131
0.9900,17.928737,94.914939,102.281462,-215.497520,1,0.0132
1.0000,17.928737,95.926874,99.909264,-251.027452,1,0.0134
1.0100,17.928737,96.913124,97.260913,-265.616414,1,0.0135
1.0200,17.928737,97.872092,94.596936,-254.423118,1,0.0136
1.0300,17.928737,98.805063,92.172451,-223.438638,1,0.0138
1.0400,17.928737,99.715541,90.128163,-187.245303,1,0.0139
1.0500,17.928737,100.607626,88.427544,-162.987877,1,0.0140
1.0600,17.928737,101.484092,86.868406,-163.117729,1,0.0142
1.0700,17.928737,102.344994,85.165190,-190.036731,1,0.0143
1.0800,17.928737,103.187396,83.067671,-234.962089,1,0.0144
1.0900,17.928737,104.006347,80.465948,-281.511226,1,0.0146
1.1000,17.928737,104.796715,77.437447,-312.472290,1,0.0147
1.1100,17.928737,105.555096,74.216502,-316.873374,1,0.0148
1.1200,17.928737,106.281045,71.099979,-294.374018,1,0.0150
1.1300,17.928737,106.977096,68.329022,-255.193517,1,0.0151
1.1400,17.928737,107.647625,65.996109,-215.718497,1,0.0152
1.1500,17.928737,108.297018,64.014652,-191.744859,1,0.0154
1.1600,17.928737,108.927918,62.161212,-192.229557,1,0.0155
1.1700,17.928737,109.540242,60.170061,-216.093410,1,0.0156
1.1800,17.928737,110.131319,57.839343,-253.223191,1,0.0158
1.1900,17.928737,110.697029,55.105597,-289.015939,1,0.0159
1.2000,17.928737,111.233431,52.059025,-310.383626,1,0.0160
1.2100,17.928737,111.738210,48.897925,-310.677364,1,0.0162
1.2200,17.928737,112.211390,45.845477,-291.630121,1,0.0163
1.2300,17.928737,112.655119,43.065322,-261.804689,1,0.0165
1.2400,17.928737,113.072696,40.609384,-232.520104,1,0.0166
1.2500,17.928737,113.467307,38.414920,-213.172194,1,0.0167
1.2600,17.928737,113.840995,36.345940,-207.908550,1,0.0169
1.2700,17.928737,114.194226,34.256749,-214.832287,1,0.0170
1.2800,17.928737,114.526130,32.049294,-227.715364,1,0.0171
1.2900,17.928737,114.835212,29.702442,-239.159993,1,0.0173
1.3000,17.928737,115.120178,27.266094,-243.689256,1,0.0174
1.3100,17.928737,115.380533,24.828657,-239.502593,1,0.0175
1.3200,17.928737,115.616752,22.476042,-228.394846,1,0.0177
1.3300,17.928737,115.830054,20.260760,-214.203839,1,0.0178
1.3400,17.928737,116.021967,18.191966,-200.722516,1,0.0179
1.3500,17.928737,116.193894,16.246309,-190.076951,1,0.0181
1.3600,17.928737,116.346893,14.390427,-182.181696,1,0.0182
1.3700,17.928737,116.481702,12.602676,-175.291421,1,0.0183
1.3800,17.928737,116.598946,10.884598,-167.179033,1,0.0185
1.3900,17.928737,116.699394,9.259095,-156.291632,1,0.0186
1.4000,17.928737,116.784128,7.758765,-142.388382,1,0.0187
1.4100,17.928737,116.854569,6.411327,-126.505987,1,0.0189
1.4200,17.928737,116.912355,5.228646,-110.420987,1,0.0190
1.4300,17.928737,116.959142,4.202907,-95.931737,1,0.0191
1.4400,17.928737,116.996413,3.310011,-84.240423,1,0.0193
1.4500,17.928737,117.025342,2.518099,-75.566489,1,0.0194
1.4600,17.928737,117.046775,1.798681,-68.996507,1,0.0195
1.4700,17.928737,117.061316,1.138169,-62.549726,1,0.0197
1.4800,17.928737,117.069538,0.547687,-53.492035,1,0.0198
1.4900,17.928737,117.072270,0.068328,-39.792946,1,0.0199
1.5000,17.928737,117.070905,-0.248172,-23.313961,1,0.0201
1.5100,17.928737,117.067306,-0.397951,-6.966317,1,0.0202
1.5200,17.928737,117.062946,-0.387499,9.762287,1,0.0203
1.5300,17.928737,117.059556,-0.202705,25.664280,1,0.0205
1.5400,17.928737,117.058892,0.125787,35.464099,1,0.0206
1.5500,17.928737,117.062072,0.506577,34.215820,1,0.0207
1.5600,17.928737,117.069023,0.810103,20.330403,1,0.0209
1.5700,17.928737,117.078274,0.913185,-2.962689,1,0.0210
1.5800,17.928737,117.087287,0.750850,-27.975763,1,0.0211
1.5900,17.928737,117.093291,0.353669,-45.010169,1,0.0213
1.6000,17.928737,117.094360,-0.149354,-46.196142,1,0.0214
1.6100,17.928737,117.090304,-0.570253,-29.209877,1,0.0215
1.6200,17.928737,117.082955,-0.733551,0.881810,1,0.0217
1.6300,17.928737,117.075633,-0.552617,32.818446,1,0.0218
1.6400,17.928737,117.071903,-0.077182,53.305355,1,0.0219
1.6500,17.928737,117.074089,0.513490,52.647170,1,0.0221
1.6600,17.928737,117.082173,0.975761,29.460967,1,0.0222
1.6700,17.928737,117.093605,1.102709,-7.817204,1,0.0223
1.6800,17.928737,117.104227,0.819417,-43.712112,1,0.0225
1.6900,17.928737,117.109993,0.228467,-62.653888,1,0.0226
1.7000,17.928737,117.108796,-0.433661,-58.198493,1,0.0227
1.7100,17.928737,117.101320,-0.935503,-34.653192,1,0.0229
1.7200,17.928737,117.090086,-1.126725,-2.774237,1,0.0230
1.7300,17.928737,117.078785,-0.990988,20.509348,1,0.0231
1.7400,17.928737,117.070267,-0.716538,17.451567,1,0.0233
1.7500,17.928737,117.064455,-0.641956,-19.852846,1,0.0234
1.7600,17.928737,117.057427,-1.113595,-84.208493,1,0.0235
1.7700,17.928737,117.042183,-2.326126,-155.157514,1,0.0237
1.7800,17.928737,117.010905,-4.216745,-206.955007,1,0.0238
1.7900,17.928737,116.957848,-6.465226,-219.599913,1,0.0239
1.8000,17.928737,116.881600,-8.608743,-188.227061,1,0.0241
1.8100,17.928737,116.785673,-10.229767,-126.555680,1,0.0242
1.8200,17.928737,116.677005,-11.139857,-62.438093,1,0.0243
1.8300,17.928737,116.562876,-11.478529,-26.924159,1,0.0245
1.8400,17.928737,116.447434,-11.678340,-41.200357,1,0.0246
1.8500,17.928737,116.329309,-12.302536,-106.940752,1,0.0247
1.8600,17.928737,116.201384,-13.817155,-204.409364,1,0.0249
1.8700,17.928737,116.052966,-16.390724,-299.502212,1,0.0250
1.8800,17.928737,115.873569,-19.807199,-357.120795,1,0.0251
1.8900,17.928737,115.656822,-23.533140,-355.467965,1,0.0253
1.9000,17.928737,115.402906,-26.916558,-295.304507,1,0.0254
1.9100,17.928737,115.118491,-29.439230,-200.196583,1,0.0255
